"state","date","Negative","Positive","Inconclusive","positiveIncrease","negativeIncrease"
"VT",2021-05-05,13171,186,9,NA,NA
"VT",2021-05-06,5213,116,2,NA,NA
"VT",2021-05-07,7058,132,3,NA,NA
"VT",2021-05-08,5324,90,6,NA,NA
"VT",2021-05-09,1084,38,2,NA,NA
"VT",2021-05-10,1398,45,0,NA,NA
"VT",2021-05-11,9050,154,10,NA,NA
"VT",2021-05-12,7026,90,5,NA,NA
"VT",2021-05-13,3987,67,5,NA,NA
"VT",2021-05-14,5706,72,13,NA,NA
"VT",2021-05-15,3967,64,3,NA,NA
"VT",2021-05-16,1087,52,3,NA,NA
"VT",2021-05-17,1146,39,1,NA,NA
"VT",2021-05-18,5976,59,4,NA,NA
"VT",2021-05-19,4946,55,3,NA,NA
"VT",2021-05-20,2703,51,5,NA,NA
"VT",2021-05-21,2480,47,4,NA,NA
"VT",2021-05-22,1568,21,1,NA,NA
"VT",2021-05-23,850,21,3,NA,NA
"VT",2021-05-24,837,20,3,NA,NA
"VT",2021-05-25,3144,35,4,NA,NA
"VT",2021-05-26,2784,26,2,NA,NA
"VT",2021-05-27,1948,15,2,NA,NA
"VT",2021-05-28,1643,14,1,NA,NA
"VT",2021-05-29,1171,18,2,NA,NA
"VT",2021-05-30,745,8,1,NA,NA
"VT",2021-05-31,451,3,0,NA,NA
"VT",2021-06-01,1131,10,1,NA,NA
"VT",2021-06-02,3104,24,2,NA,NA
"VT",2021-06-03,1830,11,1,NA,NA
"VT",2021-06-04,1386,13,2,NA,NA
"VT",2021-06-05,1295,13,0,NA,NA
"VT",2021-06-06,681,11,0,NA,NA
"VT",2021-06-07,796,11,1,NA,NA
"VT",2021-06-08,2123,18,0,NA,NA
"VT",2021-06-09,2040,11,0,NA,NA
"VT",2021-06-10,1334,5,2,NA,NA
"VT",2021-06-11,1438,15,2,NA,NA
"VT",2021-06-12,897,5,1,NA,NA
"VT",2021-06-13,658,9,0,NA,NA
"VT",2021-06-14,963,11,1,NA,NA
"VT",2021-06-15,2153,9,0,NA,NA
"VT",2021-06-16,2108,4,3,NA,NA
"VT",2021-06-17,1320,4,0,NA,NA
"VT",2021-06-18,1240,3,1,NA,NA
"VT",2021-06-19,1031,4,3,NA,NA
"VT",2021-06-20,648,3,0,NA,NA
"VT",2021-06-21,526,6,0,NA,NA
"VT",2021-06-22,500,2,1,NA,NA
"WA",2020-01-13,NA,NA,NA,0,0
"WA",2020-01-14,NA,NA,NA,0,0
"WA",2020-01-15,NA,NA,NA,0,0
"WA",2020-01-16,NA,NA,NA,0,0
"WA",2020-01-17,NA,NA,NA,0,0
"WA",2020-01-18,NA,NA,NA,0,0
"WA",2020-01-19,NA,NA,NA,1,0
"WA",2020-01-20,NA,NA,NA,0,0
"WA",2020-01-21,NA,NA,NA,1,0
"WA",2020-01-22,NA,NA,NA,0,0
"WA",2020-01-23,NA,NA,NA,0,0
"WA",2020-01-24,NA,NA,NA,0,0
"WA",2020-01-25,NA,NA,NA,0,0
"WA",2020-01-26,NA,NA,NA,0,0
"WA",2020-01-27,NA,NA,NA,0,0
"WA",2020-01-28,NA,NA,NA,0,0
"WA",2020-01-29,NA,NA,NA,0,0
"WA",2020-01-30,NA,NA,NA,0,0
"WA",2020-01-31,NA,NA,NA,0,0
"WA",2020-02-01,NA,NA,NA,0,0
"WA",2020-02-02,NA,NA,NA,0,0
"WA",2020-02-03,NA,NA,NA,1,0
"WA",2020-02-04,NA,NA,NA,0,0
"WA",2020-02-05,NA,NA,NA,0,0
"WA",2020-02-06,NA,NA,NA,2,0
"WA",2020-02-07,NA,NA,NA,0,0
"WA",2020-02-08,NA,NA,NA,0,0
"WA",2020-02-09,NA,NA,NA,0,0
"WA",2020-02-10,NA,NA,NA,0,0
"WA",2020-02-11,NA,NA,NA,0,0
"WA",2020-02-12,NA,NA,NA,0,0
"WA",2020-02-13,NA,NA,NA,1,0
"WA",2020-02-14,NA,NA,NA,1,0
"WA",2020-02-15,NA,NA,NA,0,0
"WA",2020-02-16,NA,NA,NA,0,0
"WA",2020-02-17,NA,NA,NA,0,0
"WA",2020-02-18,NA,NA,NA,0,0
"WA",2020-02-19,NA,NA,NA,0,0
"WA",2020-02-20,NA,NA,NA,0,0
"WA",2020-02-21,NA,NA,NA,0,0
"WA",2020-02-22,NA,NA,NA,0,0
"WA",2020-02-23,NA,NA,NA,1,0
"WA",2020-02-24,NA,NA,NA,1,0
"WA",2020-02-25,NA,NA,NA,1,0
"WA",2020-02-26,NA,NA,NA,2,0
"WA",2020-02-27,NA,NA,NA,1,0
"WA",2020-02-28,NA,NA,NA,2,0
"WA",2020-02-29,NA,NA,NA,3,0
"WA",2020-03-01,26,28,1,8,0
"WA",2020-03-02,37,18,0,17,0
"WA",2020-03-03,41,9,0,16,0
"WA",2020-03-04,146,21,0,34,0
"WA",2020-03-05,88,10,0,24,0
"WA",2020-03-06,129,18,0,38,0
"WA",2020-03-07,217,24,0,51,0
"WA",2020-03-08,194,27,0,38,0
"WA",2020-03-09,248,55,1,38,0
"WA",2020-03-10,175,27,1,61,0
"WA",2020-03-11,296,24,1,62,0
"WA",2020-03-12,452,38,2,110,0
"WA",2020-03-13,485,28,1,133,0
"WA",2020-03-14,433,55,6,179,0
"WA",2020-03-15,509,21,2,214,0
"WA",2020-03-16,468,25,2,156,0
"WA",2020-03-17,1024,47,1,108,0
"WA",2020-03-18,1014,62,1,300,0
"WA",2020-03-19,537,64,1,268,0
"WA",2020-03-20,1330,137,3,290,0
"WA",2020-03-21,2840,213,3,334,0
"WA",2020-03-22,2843,240,2,304,0
"WA",2020-03-23,2128,157,2,197,0
"WA",2020-03-24,2628,220,1,192,0
"WA",2020-03-25,3516,299,2,463,0
"WA",2020-03-26,3225,281,5,438,0
"WA",2020-03-27,3245,292,6,441,0
"WA",2020-03-28,3313,287,4,435,0
"WA",2020-03-29,2352,254,1,462,0
"WA",2020-03-30,1704,198,8,287,0
"WA",2020-03-31,1100,121,6,241,0
"WA",2020-04-01,2227,282,11,568,0
"WA",2020-04-02,1802,267,4,462,0
"WA",2020-04-03,1932,232,4,452,0
"WA",2020-04-04,2256,255,5,399,0
"WA",2020-04-05,1948,189,4,416,0
"WA",2020-04-06,1202,141,5,207,0
"WA",2020-04-07,999,108,4,171,0
"WA",2020-04-08,2021,240,5,395,0
"WA",2020-04-09,2413,286,3,413,0
"WA",2020-04-10,1836,151,11,346,0
"WA",2020-04-11,58082,6772,2,363,0
"WA",2020-04-12,3571,399,4,309,0
"WA",2020-04-13,2012,237,4,155,0
"WA",2020-04-14,3697,486,5,90,0
"WA",2020-04-15,3317,378,5,371,0
"WA",2020-04-16,3236,392,3,302,0
"WA",2020-04-17,3276,332,2,329,0
"WA",2020-04-18,5021,537,10,309,0
"WA",2020-04-19,3325,262,1,347,0
"WA",2020-04-20,1907,177,6,176,0
"WA",2020-04-21,2806,274,8,96,0
"WA",2020-04-22,4721,355,1,334,0
"WA",2020-04-23,3228,294,4,268,0
"WA",2020-04-24,2646,300,5,284,0
"WA",2020-04-25,2730,220,0,275,0
"WA",2020-04-26,2344,236,3,351,0
"WA",2020-04-27,2971,240,1,166,0
"WA",2020-04-28,3178,246,5,114,0
"WA",2020-04-29,3735,285,4,370,0
"WA",2020-04-30,6182,573,10,295,0
"WA",2020-05-01,3629,324,12,328,0
"WA",2020-05-02,2898,207,6,247,0
"WA",2020-05-03,2785,256,3,318,0
"WA",2020-05-04,2286,171,6,113,0
"WA",2020-05-05,3432,244,2,85,0
"WA",2020-05-06,4847,508,8,388,0
"WA",2020-05-07,3924,315,4,259,0
"WA",2020-05-08,3900,284,5,289,0
"WA",2020-05-09,4278,246,6,266,0
"WA",2020-05-10,2863,231,3,254,0
"WA",2020-05-11,2745,163,0,126,0
"WA",2020-05-12,3318,150,1,61,0
"WA",2020-05-13,5098,312,2,294,0
"WA",2020-05-14,4210,269,8,251,0
"WA",2020-05-15,4872,301,1,312,0
"WA",2020-05-16,3630,206,3,271,0
"WA",2020-05-17,3407,165,5,282,0
"WA",2020-05-18,3701,197,3,118,0
"WA",2020-05-19,4001,194,1,64,0
"WA",2020-05-20,4475,166,4,319,0
"WA",2020-05-21,5285,244,8,299,0
"WA",2020-05-22,4757,289,0,268,0
"WA",2020-05-23,3440,287,1,297,0
"WA",2020-05-24,3329,302,1,313,0
"WA",2020-05-25,2635,213,3,151,0
"WA",2020-05-26,3822,191,3,102,0
"WA",2020-05-27,22534,1448,2,149,0
"WA",2020-05-28,4572,274,3,400,0
"WA",2020-05-29,5268,277,2,351,0
"WA",2020-05-30,4726,361,5,302,0
"WA",2020-05-31,4546,282,3,344,0
"WA",2020-06-01,3679,212,2,149,0
"WA",2020-06-02,5117,210,0,100,0
"WA",2020-06-03,6627,259,1,410,0
"WA",2020-06-04,6288,362,6,417,0
"WA",2020-06-05,5776,393,4,382,0
"WA",2020-06-06,4524,219,2,327,0
"WA",2020-06-07,3455,301,4,393,0
"WA",2020-06-08,4002,226,1,163,0
"WA",2020-06-09,6320,193,1,110,0
"WA",2020-06-10,7688,356,5,510,0
"WA",2020-06-11,8801,457,7,409,0
"WA",2020-06-12,7385,291,4,371,0
"WA",2020-06-13,7846,273,9,400,0
"WA",2020-06-14,7123,231,1,390,0
"WA",2020-06-15,6895,306,5,193,0
"WA",2020-06-16,9002,345,0,136,0
"WA",2020-06-17,9028,338,0,520,0
"WA",2020-06-18,8925,476,6,494,0
"WA",2020-06-19,8317,370,7,460,0
"WA",2020-06-20,7978,331,0,542,0
"WA",2020-06-21,5735,242,2,521,0
"WA",2020-06-22,4830,284,9,315,0
"WA",2020-06-23,8513,433,1,191,0
"WA",2020-06-24,8564,424,6,724,0
"WA",2020-06-25,7666,440,6,620,0
"WA",2020-06-26,10287,574,4,676,0
"WA",2020-06-27,8490,416,16,661,0
"WA",2020-06-28,7351,429,2,626,0
"WA",2020-06-29,8139,495,6,493,0
"WA",2020-06-30,9021,491,3,266,0
"WA",2020-07-01,8775,545,2,989,0
"WA",2020-07-02,10324,536,1,920,0
"WA",2020-07-03,9313,555,7,884,0
"WA",2020-07-04,10588,553,3,888,0
"WA",2020-07-05,8084,511,2,453,0
"WA",2020-07-06,6428,532,1,241,0
"WA",2020-07-07,10374,605,0,301,0
"WA",2020-07-08,11549,640,0,985,0
"WA",2020-07-09,11795,749,5,1062,0
"WA",2020-07-10,11148,614,19,972,0
"WA",2020-07-11,9782,591,4,866,0
"WA",2020-07-12,10548,755,6,850,0
"WA",2020-07-13,10623,718,3,542,0
"WA",2020-07-14,12902,756,3,344,0
"WA",2020-07-15,14701,977,11,1093,0
"WA",2020-07-16,14091,919,8,969,0
"WA",2020-07-17,11529,791,4,1000,0
"WA",2020-07-18,13373,749,5,861,0
"WA",2020-07-19,11964,765,2,908,0
"WA",2020-07-20,13384,621,5,535,0
"WA",2020-07-21,10776,721,5,343,0
"WA",2020-07-22,12190,773,3,1000,0
"WA",2020-07-23,12796,914,5,1096,0
"WA",2020-07-24,13364,682,4,1027,0
"WA",2020-07-25,11987,797,10,907,0
"WA",2020-07-26,11314,651,5,810,0
"WA",2020-07-27,8475,615,3,475,0
"WA",2020-07-28,9845,602,3,337,0
"WA",2020-07-29,10981,634,4,1001,0
"WA",2020-07-30,13546,909,9,959,0
"WA",2020-07-31,10699,549,15,898,0
"WA",2020-08-01,10256,504,3,751,0
"WA",2020-08-02,10602,471,1,711,0
"WA",2020-08-03,8750,519,1,416,0
"WA",2020-08-04,9762,560,3,238,0
"WA",2020-08-05,14977,795,12,871,0
"WA",2020-08-06,11018,634,6,872,0
"WA",2020-08-07,11451,650,5,768,0
"WA",2020-08-08,10254,545,5,732,0
"WA",2020-08-09,10899,477,12,674,0
"WA",2020-08-10,8375,427,3,364,0
"WA",2020-08-11,10264,487,4,213,0
"WA",2020-08-12,14293,618,2,824,0
"WA",2020-08-13,13153,700,1,725,0
"WA",2020-08-14,13245,556,3,632,0
"WA",2020-08-15,3869,186,5,628,0
"WA",2020-08-16,9088,290,1,673,0
"WA",2020-08-17,7806,463,3,359,0
"WA",2020-08-18,14895,371,3,164,0
"WA",2020-08-19,12641,519,8,670,0
"WA",2020-08-20,14096,489,2,624,0
"WA",2020-08-21,10941,402,2,628,0
"WA",2020-08-22,11675,369,5,509,0
"WA",2020-08-23,8202,271,8,551,0
"WA",2020-08-24,5117,192,2,274,0
"WA",2020-08-25,9759,321,6,217,0
"WA",2020-08-26,12092,426,4,632,0
"WA",2020-08-27,14071,438,3,609,0
"WA",2020-08-28,11766,375,2,598,0
"WA",2020-08-29,8948,259,7,533,0
"WA",2020-08-30,7913,206,5,499,0
"WA",2020-08-31,5845,218,2,325,0
"WA",2020-09-01,10238,239,4,162,0
"WA",2020-09-02,12671,326,0,596,0
"WA",2020-09-03,12039,377,3,549,0
"WA",2020-09-04,9321,295,0,528,0
"WA",2020-09-05,10069,279,6,527,0
"WA",2020-09-06,6511,194,2,507,0
"WA",2020-09-07,5003,188,0,304,0
"WA",2020-09-08,4860,181,0,163,0
"WA",2020-09-09,11180,321,1,219,0
"WA",2020-09-10,10696,350,1,564,0
"WA",2020-09-11,10455,255,1,536,0
"WA",2020-09-12,9669,234,1,475,0
"WA",2020-09-13,7478,192,0,478,0
"WA",2020-09-14,5010,210,1,239,0
"WA",2020-09-15,8945,268,0,138,0
"WA",2020-09-16,12005,364,2,511,0
"WA",2020-09-17,12291,306,2,482,0
"WA",2020-09-18,5167,213,0,471,0
"WA",2020-09-19,10204,262,1,478,0
"WA",2020-09-20,8509,292,1,535,0
"WA",2020-09-21,6017,228,0,323,0
"WA",2020-09-22,10064,329,1,196,0
"WA",2020-09-23,12486,381,3,669,0
"WA",2020-09-24,13425,382,4,599,0
"WA",2020-09-25,12352,441,1,595,0
"WA",2020-09-26,11493,352,2,588,0
"WA",2020-09-27,8087,241,4,521,0
"WA",2020-09-28,6257,229,2,328,0
"WA",2020-09-29,11276,430,0,200,0
"WA",2020-09-30,11041,375,2,778,0
"WA",2020-10-01,12560,408,1,633,0
"WA",2020-10-02,13082,467,1,618,0
"WA",2020-10-03,11515,314,1,580,0
"WA",2020-10-04,9613,316,0,628,0
"WA",2020-10-05,7033,292,0,403,0
"WA",2020-10-06,12373,397,1,252,0
"WA",2020-10-07,13294,403,0,906,0
"WA",2020-10-08,17165,518,3,723,0
"WA",2020-10-09,14119,424,2,723,0
"WA",2020-10-10,12188,385,2,726,0
"WA",2020-10-11,9170,237,2,701,0
"WA",2020-10-12,10092,319,0,383,0
"WA",2020-10-13,14172,488,1,253,0
"WA",2020-10-14,12703,355,0,867,0
"WA",2020-10-15,14771,500,2,768,0
"WA",2020-10-16,12604,506,0,771,0
"WA",2020-10-17,11344,437,5,770,0
"WA",2020-10-18,9980,328,1,664,0
"WA",2020-10-19,7597,263,0,409,0
"WA",2020-10-20,13871,570,2,298,0
"WA",2020-10-21,15310,495,0,913,0
"WA",2020-10-22,14769,576,1,918,0
"WA",2020-10-23,11972,483,0,785,0
"WA",2020-10-24,13161,557,1,849,0
"WA",2020-10-25,10021,471,1,835,0
"WA",2020-10-26,7675,359,1,589,0
"WA",2020-10-27,14273,538,1,348,0
"WA",2020-10-28,15323,626,2,1133,0
"WA",2020-10-29,14276,709,5,1075,0
"WA",2020-10-30,13597,733,2,1102,0
"WA",2020-10-31,13211,650,1,1245,0
"WA",2020-11-01,11023,660,4,1147,0
"WA",2020-11-02,7872,470,0,787,0
"WA",2020-11-03,16276,851,3,543,0
"WA",2020-11-04,15838,850,2,1706,0
"WA",2020-11-05,17765,1063,3,1595,0
"WA",2020-11-06,15074,1164,2,1872,0
"WA",2020-11-07,14007,1006,3,2124,0
"WA",2020-11-08,11319,808,1,1931,0
"WA",2020-11-09,10421,940,2,1407,0
"WA",2020-11-10,15506,1039,4,777,0
"WA",2020-11-11,17148,1437,1,2713,0
"WA",2020-11-12,20575,1674,2,2384,0
"WA",2020-11-13,15147,1186,2,2163,0
"WA",2020-11-14,16467,1346,3,2910,0
"WA",2020-11-15,13402,1154,4,2610,0
"WA",2020-11-16,12094,1201,0,1881,0
"WA",2020-11-17,18570,1491,1,1169,0
"WA",2020-11-18,18750,1642,3,3454,0
"WA",2020-11-19,23994,2047,2,3216,0
"WA",2020-11-20,18542,1854,0,3070,0
"WA",2020-11-21,20563,1643,7,3082,0
"WA",2020-11-22,17219,1342,6,3193,0
"WA",2020-11-23,14013,1361,4,1890,0
"WA",2020-11-24,19858,1494,2,1405,0
"WA",2020-11-25,21073,1909,5,3678,0
"WA",2020-11-26,18108,1630,5,3157,0
"WA",2020-11-27,14459,1409,4,2936,0
"WA",2020-11-28,5907,545,4,530,0
"WA",2020-11-29,14999,1649,5,2624,0
"WA",2020-11-30,10727,1283,5,2179,0
"WA",2020-12-01,14691,1684,2,1314,0
"WA",2020-12-02,19703,2196,5,4702,0
"WA",2020-12-03,21158,2039,6,3401,0
"WA",2020-12-04,19186,2176,5,3312,0
"WA",2020-12-05,18781,1908,4,3138,0
"WA",2020-12-06,15249,1494,7,3080,0
"WA",2020-12-07,16352,1655,8,1773,0
"WA",2020-12-08,17979,1762,6,1182,0
"WA",2020-12-09,20367,1872,3,3650,0
"WA",2020-12-10,21896,1946,8,2977,0
"WA",2020-12-11,17577,1889,1,2557,0
"WA",2020-12-12,17236,1531,7,2421,0
"WA",2020-12-13,12801,1362,3,2228,0
"WA",2020-12-14,9463,1040,3,1410,0
"WA",2020-12-15,17295,1289,8,652,0
"WA",2020-12-16,21842,1964,2,667,0
"WA",2020-12-17,21535,2013,6,61,0
"WA",2020-12-18,17244,1620,7,2940,0
"WA",2020-12-19,18476,1400,6,3063,0
"WA",2020-12-20,14570,1229,4,2332,0
"WA",2020-12-21,10880,1118,1,0,0
"WA",2020-12-22,17111,1348,1,4035,0
"WA",2020-12-23,23290,1693,3,1252,0
"WA",2020-12-24,17915,1687,1,2315,0
"WA",2020-12-25,7980,713,3,2891,0
"WA",2020-12-26,5447,521,1,0,0
"WA",2020-12-27,11315,1244,0,3626,0
"WA",2020-12-28,7075,740,0,0,0
"WA",2020-12-29,17686,1828,3,1953,0
"WA",2020-12-30,19333,2110,11,2174,0
"WA",2020-12-31,16386,1761,1,1484,0
"WA",2021-01-01,13298,1402,8,4422,0
"WA",2021-01-02,7601,781,4,0,0
"WA",2021-01-03,12392,1320,2,0,0
"WA",2021-01-04,8696,1227,0,8644,0
"WA",2021-01-05,15972,1560,1,1039,0
"WA",2021-01-06,19949,2131,6,2332,0
"WA",2021-01-07,17796,1993,5,1985,0
"WA",2021-01-08,17722,1834,3,3260,0
"WA",2021-01-09,16492,1406,2,4595,0
"WA",2021-01-10,12238,1232,4,2988,0
"WA",2021-01-11,8089,912,1,0,0
"WA",2021-01-12,15734,1259,1,5091,0
"WA",2021-01-13,19557,1569,9,1858,0
"WA",2021-01-14,17042,1327,4,2658,0
"WA",2021-01-15,12723,1212,5,2575,0
"WA",2021-01-16,14040,1183,2,2193,0
"WA",2021-01-17,9817,788,4,0,0
"WA",2021-01-18,6945,581,0,3969,0
"WA",2021-01-19,13044,947,0,0,0
"WA",2021-01-20,15383,1173,1,2050,0
"WA",2021-01-21,15620,1223,5,2028,0
"WA",2021-01-22,12972,1002,2,2070,0
"WA",2021-01-23,11165,763,2,2162,0
"WA",2021-01-24,8343,718,2,1949,0
"WA",2021-01-25,6993,456,1,0,0
"WA",2021-01-26,15565,972,0,1943,0
"WA",2021-01-27,13489,990,3,1341,0
"WA",2021-01-28,6855,771,4,1807,0
"WA",2021-01-29,12123,883,2,2520,0
"WA",2021-01-30,11471,728,4,1992,0
"WA",2021-01-31,8600,581,0,1796,0
"WA",2021-02-01,5651,338,0,0,0
"WA",2021-02-02,13556,693,1,1738,0
"WA",2021-02-03,14692,797,3,1357,0
"WA",2021-02-04,5726,306,0,1602,0
"WA",2021-02-05,11955,741,4,1584,0
"WA",2021-02-06,4589,206,1,1493,0
"WA",2021-02-07,8404,440,5,775,0
"WA",2021-02-08,6154,317,1,0,0
"WA",2021-02-09,14078,613,0,3068,0
"WA",2021-02-10,14804,632,0,811,0
"WA",2021-02-11,11669,427,1,681,0
"WA",2021-02-12,8685,396,1,1453,0
"WA",2021-02-13,6130,246,3,1008,0
"WA",2021-02-14,8882,305,1,880,0
"WA",2021-02-15,18092,673,14,0,0
"WA",2021-02-16,31367,1203,49,0,0
"WA",2021-02-17,22364,1005,17,1699,0
"WA",2021-02-18,24006,842,25,1061,0
"WA",2021-02-19,21881,770,11,1200,0
"WA",2021-02-20,14392,562,11,897,0
"WA",2021-02-21,7116,220,12,890,0
"WA",2021-02-22,28176,703,25,0,0
"WA",2021-02-23,22883,890,32,1168,0
"WA",2021-02-24,21795,778,33,731,0
"WA",2021-02-25,21294,734,20,872,0
"WA",2021-02-26,21901,645,20,1088,0
"WA",2021-02-27,15077,523,8,1169,0
"WA",2021-02-28,10759,306,1,951,0
"WA",2021-03-01,24886,549,18,0,0
"WA",2021-03-02,26316,761,37,935,0
"WA",2021-03-03,22483,677,18,733,0
"WA",2021-03-04,22599,616,29,795,0
"WA",2021-03-05,21133,624,28,854,0
"WA",2021-03-06,14808,406,4,778,0
"WA",2021-03-07,8324,188,9,664,0
"WA",2021-03-08,25131,515,4,NA,NA
"WA",2021-03-09,23901,492,17,NA,NA
"WA",2021-03-10,24485,652,14,NA,NA
"WA",2021-03-11,22217,724,13,NA,NA
"WA",2021-03-12,20311,653,12,NA,NA
"WA",2021-03-13,14683,477,6,NA,NA
"WA",2021-03-14,9899,240,0,NA,NA
"WA",2021-03-15,28335,586,15,NA,NA
"WA",2021-03-16,25007,591,11,NA,NA
"WA",2021-03-17,25424,671,12,NA,NA
"WA",2021-03-18,22193,723,14,NA,NA
"WA",2021-03-19,22024,660,13,NA,NA
"WA",2021-03-20,16177,561,8,NA,NA
"WA",2021-03-21,11063,320,0,NA,NA
"WA",2021-03-22,32036,926,31,NA,NA
"WA",2021-03-23,27333,940,17,NA,NA
"WA",2021-03-24,26543,1062,20,NA,NA
"WA",2021-03-25,22641,976,19,NA,NA
"WA",2021-03-26,22418,948,16,NA,NA
"WA",2021-03-27,17280,739,10,NA,NA
"WA",2021-03-28,10656,424,4,NA,NA
"WA",2021-03-29,34461,1243,20,NA,NA
"WA",2021-03-30,29766,1085,21,NA,NA
"WA",2021-03-31,28153,1098,22,NA,NA
"WA",2021-04-01,25533,924,29,NA,NA
"WA",2021-04-02,23322,902,8,NA,NA
"WA",2021-04-03,17321,662,7,NA,NA
"WA",2021-04-04,10128,364,3,NA,NA
"WA",2021-04-05,30678,1046,20,NA,NA
"WA",2021-04-06,27529,956,21,NA,NA
"WA",2021-04-07,25823,1075,25,NA,NA
"WA",2021-04-08,23969,1169,15,NA,NA
"WA",2021-04-09,22313,1093,14,NA,NA
"WA",2021-04-10,18333,891,12,NA,NA
"WA",2021-04-11,11628,531,7,NA,NA
"WA",2021-04-12,33325,1335,20,NA,NA
"WA",2021-04-13,28880,1341,22,NA,NA
"WA",2021-04-14,26966,1408,30,NA,NA
"WA",2021-04-15,24430,1324,14,NA,NA
"WA",2021-04-16,22165,1213,19,NA,NA
"WA",2021-04-17,16417,959,26,NA,NA
"WA",2021-04-18,11446,632,5,NA,NA
"WA",2021-04-19,32092,1538,29,NA,NA
"WA",2021-04-20,27392,1468,27,NA,NA
"WA",2021-04-21,21449,1477,25,NA,NA
"WA",2021-04-22,17287,1393,34,NA,NA
"WA",2021-04-23,19956,1032,21,NA,NA
"WA",2021-04-24,12011,478,10,NA,NA
"WA",2021-04-25,7999,388,5,NA,NA
"WA",2021-04-26,31487,1513,31,NA,NA
"WA",2021-04-27,29042,1485,35,NA,NA
"WA",2021-04-28,26000,1419,20,NA,NA
"WA",2021-04-29,23615,1407,27,NA,NA
"WA",2021-04-30,21970,1356,26,NA,NA
"WA",2021-05-01,15606,850,11,NA,NA
"WA",2021-05-02,10801,630,5,NA,NA
"WA",2021-05-03,32876,1456,33,NA,NA
"WA",2021-05-04,27061,1112,15,NA,NA
"WA",2021-05-05,25521,1146,19,NA,NA
"WA",2021-05-06,24906,1190,31,NA,NA
"WA",2021-05-07,20792,1049,26,NA,NA
"WA",2021-05-08,15989,763,11,NA,NA
"WA",2021-05-09,10329,453,3,NA,NA
"WA",2021-05-10,32627,1301,23,NA,NA
"WA",2021-05-11,25920,1140,14,NA,NA
"WA",2021-05-12,25725,1079,15,NA,NA
"WA",2021-05-13,24093,1074,11,NA,NA
"WA",2021-05-14,21336,964,23,NA,NA
"WA",2021-05-15,14445,667,12,NA,NA
"WA",2021-05-16,9478,389,0,NA,NA
"WA",2021-05-17,24926,903,27,NA,NA
"WA",2021-05-18,17313,705,13,NA,NA
"WA",2021-05-19,11517,552,6,NA,NA
"WA",2021-05-20,9605,266,7,NA,NA
"WA",2021-05-21,11682,280,7,NA,NA
"WA",2021-05-22,11197,457,10,NA,NA
"WA",2021-05-23,10310,379,3,NA,NA
"WA",2021-05-24,30635,783,10,NA,NA
"WA",2021-05-25,21592,706,13,NA,NA
"WA",2021-05-26,18157,632,5,NA,NA
"WA",2021-05-27,13122,522,7,NA,NA
"WA",2021-05-28,11477,225,7,NA,NA
"WA",2021-05-29,8980,312,3,NA,NA
"WA",2021-05-30,9872,320,4,NA,NA
"WA",2021-05-31,8980,460,17,NA,NA
"WA",2021-06-01,29961,824,6,NA,NA
"WA",2021-06-02,20718,627,4,NA,NA
"WA",2021-06-03,17449,621,5,NA,NA
"WA",2021-06-04,20303,484,7,NA,NA
"WA",2021-06-05,12687,376,5,NA,NA
"WA",2021-06-06,9581,301,5,NA,NA
"WA",2021-06-07,26375,540,6,NA,NA
"WA",2021-06-08,22022,501,8,NA,NA
"WA",2021-06-09,20020,435,5,NA,NA
"WA",2021-06-10,18559,406,7,NA,NA
"WA",2021-06-11,17246,427,6,NA,NA
"WA",2021-06-12,14011,309,6,NA,NA
"WA",2021-06-13,9818,269,5,NA,NA
"WA",2021-06-14,26639,489,6,NA,NA
"WA",2021-06-15,21789,374,3,NA,NA
"WA",2021-06-16,19660,396,5,NA,NA
"WA",2021-06-17,15761,373,5,NA,NA
"WA",2021-06-18,16003,331,5,NA,NA
"WA",2021-06-19,11473,244,1,NA,NA
"WA",2021-06-20,3010,60,0,NA,NA
"WA",2021-06-21,1,0,0,NA,NA
"WI",2020-03-02,5,NA,NA,NA,NA
"WI",2020-03-03,0,NA,NA,0,0
"WI",2020-03-04,5,NA,NA,1,19
"WI",2020-03-05,25,NA,NA,0,0
"WI",2020-03-06,17,NA,NA,0,12
"WI",2020-03-07,0,NA,NA,0,0
"WI",2020-03-08,0,NA,NA,0,0
"WI",2020-03-09,19,NA,NA,0,5
"WI",2020-03-10,23,NA,1,1,0
"WI",2020-03-11,56,NA,0,1,7
"WI",2020-03-12,94,1,0,6,41
"WI",2020-03-13,110,1,0,14,85
"WI",2020-03-14,264,7,0,0,0
"WI",2020-03-15,226,9,0,14,144
"WI",2020-03-16,301,18,0,19,191
"WI",2020-03-17,619,36,0,27,534
"WI",2020-03-18,894,85,0,38,539
"WI",2020-03-19,1434,73,0,53,615
"WI",2020-03-20,1942,110,0,61,1263
"WI",2020-03-21,1496,108,0,80,1173
"WI",2020-03-22,921,64,1,110,1602
"WI",2020-03-23,1146,122,2,41,820
"WI",2020-03-24,2033,138,0,59,1187
"WI",2020-03-25,1465,153,0,142,1852
"WI",2020-03-26,1558,141,0,139,1494
"WI",2020-03-27,1515,145,0,163,1557
"WI",2020-03-28,1210,135,0,165,2092
"WI",2020-03-29,981,87,0,142,1318
"WI",2020-03-30,1413,141,0,146,-694
"WI",2020-03-31,2127,252,0,163,1519
"WI",2020-04-01,1479,171,0,236,1444
"WI",2020-04-02,1620,154,2,219,1498
